league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
ESP-La Liga,2025-26,Mallorca,Manu Morlanes,ESP,MF,26-231,1999,1.3,70,7,25,39,7,1,70,1,1,100.0,0,0.0,39,169,102,0,1,0,2,1,48,1
ESP-La Liga,2025-26,Mallorca,Marash Kumbulla,ALB,DF,25-204,2000,1.5,99,15,53,40,6,2,99,1,0,0.0,0,0.0,55,200,98,2,1,0,1,0,69,1
ESP-La Liga,2025-26,Mallorca,Marc Domenech,ESP,FW,19-242,2006,0.3,4,0,1,0,3,2,4,0,0,,0,,3,16,1,0,0,0,0,0,3,2
ESP-La Liga,2025-26,Mallorca,Martin Valjent,SVK,DF,29-263,1995,3.0,143,25,82,50,13,1,143,1,1,100.0,0,0.0,76,511,184,2,2,0,0,0,80,2
ESP-La Liga,2025-26,Mallorca,Mateo Joseph,ESP,"FW,MF",21-316,2003,2.2,55,1,11,24,21,8,55,3,1,33.3,2,66.7,37,172,42,2,1,1,9,3,39,8
ESP-La Liga,2025-26,Mallorca,Mateu Morey,ESP,DF,25-182,2000,2.4,123,8,38,44,41,2,123,3,1,33.3,2,66.7,60,246,107,2,2,0,4,0,69,10
ESP-La Liga,2025-26,Mallorca,Omar Mascarell,EQG,MF,32-210,1993,1.2,55,2,21,32,3,0,55,0,0,,0,,26,136,56,0,1,0,1,0,35,1
ESP-La Liga,2025-26,Mallorca,Pablo Torre,ESP,MF,22-150,2003,2.1,94,2,10,62,23,0,94,1,0,0.0,1,100.0,66,276,158,2,3,0,1,1,70,8
ESP-La Liga,2025-26,Mallorca,Samu Costa,POR,MF,24-277,2000,0.3,21,1,6,12,3,1,21,1,0,0.0,1,100.0,14,47,17,0,0,0,0,1,16,0
ESP-La Liga,2025-26,Mallorca,Sergi Darder,ESP,"MF,FW",31-252,1993,2.9,117,3,17,66,34,2,117,9,2,22.2,6,66.7,71,371,151,4,2,1,2,1,80,6
ESP-La Liga,2025-26,Mallorca,Takuma Asano,JPN,FW,30-294,1994,1.3,33,0,5,7,21,4,33,2,0,0.0,2,100.0,20,143,64,2,1,0,3,1,28,5
ESP-La Liga,2025-26,Mallorca,Toni Lato,ESP,DF,27-283,1997,0.9,47,1,9,22,16,1,47,0,0,,0,,29,139,79,2,2,0,1,0,35,11
ESP-La Liga,2025-26,Mallorca,Vedat Muriqi,KVX,FW,31-129,1994,1.4,44,0,5,25,15,7,44,2,1,50.0,1,50.0,19,76,5,0,0,0,7,1,35,4
ESP-La Liga,2025-26,Osasuna,Abel,ESP,DF,25-010,2000,1.0,36,5,10,14,13,1,36,3,3,100.0,0,0.0,20,194,111,4,3,0,1,1,23,5
ESP-La Liga,2025-26,Osasuna,Aimar Oroz,ESP,MF,23-277,2001,1.7,84,3,13,37,37,3,84,5,1,20.0,4,80.0,51,334,176,7,6,2,1,2,61,11
ESP-La Liga,2025-26,Osasuna,Ante Budimir,CRO,FW,34-040,1991,2.0,48,3,11,22,17,8,48,0,0,,0,,19,94,46,0,0,0,4,5,37,6
ESP-La Liga,2025-26,Osasuna,Asier Osambela,ESP,MF,21-204,2004,0.1,3,0,1,2,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,2,0
ESP-La Liga,2025-26,Osasuna,Catena,ESP,DF,30-307,1994,2.0,103,21,65,38,1,0,103,0,0,,0,,36,143,67,0,0,0,0,0,52,0
ESP-La Liga,2025-26,Osasuna,Enzo Boyomo,CMR,DF,23-328,2001,2.0,115,16,47,57,11,0,115,0,0,,0,,52,205,107,1,0,0,1,2,64,2
ESP-La Liga,2025-26,Osasuna,Jon Moncayola,ESP,"MF,DF",27-110,1998,2.0,107,2,26,54,29,1,107,0,0,,0,,41,217,142,3,5,1,1,1,66,4
ESP-La Liga,2025-26,Osasuna,Jorge Herrando,ESP,DF,24-184,2001,0.1,7,1,6,1,0,0,7,0,0,,0,,2,18,0,0,1,0,0,0,1,0
ESP-La Liga,2025-26,Osasuna,Juan Cruz Armada,ESP,DF,33-034,1992,1.9,86,6,32,46,8,0,86,1,0,0.0,0,0.0,36,160,80,2,0,0,0,0,53,1
ESP-La Liga,2025-26,Osasuna,Lucas Torró,ESP,MF,31-043,1994,1.9,81,4,13,50,19,5,81,0,0,,0,,29,116,41,0,0,0,1,1,54,4
ESP-La Liga,2025-26,Osasuna,Moi Gómez,ESP,MF,31-069,1994,1.1,94,0,2,70,23,1,94,1,0,0.0,0,0.0,55,298,105,0,2,0,0,0,74,2
ESP-La Liga,2025-26,Osasuna,Raúl,ESP,"FW,MF",24-301,2000,0.2,12,0,0,6,7,4,12,3,1,33.3,2,66.7,7,84,58,2,1,1,2,0,8,3
ESP-La Liga,2025-26,Osasuna,Rubén García,ESP,MF,32-048,1993,1.0,45,0,10,23,12,0,45,1,1,100.0,0,0.0,22,69,12,0,1,0,0,0,33,3
ESP-La Liga,2025-26,Osasuna,Sergio Herrera,ESP,GK,32-087,1993,2.0,52,46,51,1,0,0,52,0,0,,0,,19,175,101,0,0,0,0,0,18,0
ESP-La Liga,2025-26,Osasuna,Valentin Rosier,FRA,DF,29-012,1996,2.0,122,11,39,48,36,5,122,2,0,0.0,2,100.0,55,274,158,6,5,2,2,2,64,12
ESP-La Liga,2025-26,Osasuna,Víctor Muñoz,ESP,"MF,FW",22-049,2003,1.0,33,0,3,9,22,4,33,4,1,25.0,3,75.0,24,255,131,3,3,1,3,3,25,9
ESP-La Liga,2025-26,Oviedo,Aarón Escandell,ESP,GK,29-338,1995,3.0,149,130,148,1,0,0,149,0,0,,0,,74,394,202,0,0,0,0,0,65,0
ESP-La Liga,2025-26,Oviedo,Alberto Reina,ESP,MF,27-356,1997,1.1,93,3,35,49,10,0,93,0,0,,0,,60,360,200,1,0,0,0,0,71,1
ESP-La Liga,2025-26,Oviedo,Borja Sánchez Laborde,ESP,MF,29-186,1996,0.2,14,0,2,11,1,0,14,0,0,,0,,7,29,7,0,0,0,0,0,12,1
ESP-La Liga,2025-26,Oviedo,Dani Calvo,ESP,DF,31-152,1994,3.0,162,48,124,36,2,1,162,0,0,,0,,84,302,132,0,0,0,2,0,100,0
ESP-La Liga,2025-26,Oviedo,David Costas,ESP,DF,30-158,1995,2.0,105,25,80,25,1,0,105,2,2,100.0,0,0.0,64,381,189,0,0,0,0,0,69,0
ESP-La Liga,2025-26,Oviedo,Federico Viñas,URU,FW,27-062,1998,1.2,34,1,7,17,12,3,34,4,2,50.0,2,50.0,14,48,15,0,1,0,4,1,15,1
ESP-La Liga,2025-26,Oviedo,Haissem Hassan,FRA,"FW,MF",23-204,2002,1.7,68,2,11,27,31,8,68,13,5,38.5,8,61.5,43,693,360,12,8,4,3,1,46,5
ESP-La Liga,2025-26,Oviedo,Ilyas Chaira,MAR,"FW,MF",24-210,2001,2.0,83,2,22,41,22,2,83,12,2,16.7,9,75.0,46,382,196,7,3,0,2,3,59,9
ESP-La Liga,2025-26,Oviedo,Josip Brekalo,CRO,FW,27-069,1998,0.3,23,0,4,9,10,2,23,2,0,0.0,1,50.0,16,76,38,2,0,1,2,0,17,2
ESP-La Liga,2025-26,Oviedo,Kwasi Sibo,GHA,MF,27-068,1998,2.2,104,7,51,43,11,0,104,1,0,0.0,1,100.0,63,220,54,0,2,0,3,4,70,0
ESP-La Liga,2025-26,Oviedo,Leander Dendoncker,BEL,MF,30-138,1995,2.0,99,8,36,49,14,3,99,2,1,50.0,1,50.0,50,248,86,2,2,1,2,1,56,2
ESP-La Liga,2025-26,Oviedo,Luka Ilić,SRB,"FW,MF",26-060,1999,2.4,94,10,33,43,18,2,94,3,0,0.0,3,100.0,37,100,39,1,0,1,6,2,48,4
ESP-La Liga,2025-26,Oviedo,Marco Esteban,ESP,DF,19-242,2006,0.5,18,4,10,8,0,0,18,0,0,,0,,10,30,8,0,0,0,1,0,13,0
ESP-La Liga,2025-26,Oviedo,Nacho Vidal,ESP,"DF,MF",30-219,1995,3.0,122,19,68,38,16,0,122,3,1,33.3,2,66.7,58,253,115,3,1,0,1,0,64,4
ESP-La Liga,2025-26,Oviedo,Oier Luengo,ESP,DF,27-293,1997,1.5,62,7,48,13,1,1,62,0,0,,0,,39,132,57,0,0,0,0,0,47,0
ESP-La Liga,2025-26,Oviedo,Omar Falah,ESP,"DF,MF",21-356,2003,0.2,14,2,6,6,2,0,14,1,0,0.0,1,100.0,5,31,12,0,0,0,0,0,6,3
ESP-La Liga,2025-26,Oviedo,Ovie Ejaria,ENG,MF,27-286,1997,0.9,36,2,4,21,11,3,36,1,0,0.0,1,100.0,24,89,26,0,0,0,1,2,29,4
ESP-La Liga,2025-26,Oviedo,Rahim Bonkano,NIG,"DF,MF",23-242,2002,2.9,175,16,76,62,38,0,175,2,2,100.0,0,0.0,95,454,252,7,1,0,4,0,111,16
ESP-La Liga,2025-26,Oviedo,Salomón Rondón,VEN,FW,35-349,1989,1.8,57,2,8,34,16,7,56,6,2,33.3,4,66.7,20,90,19,1,0,0,7,0,36,7
ESP-La Liga,2025-26,Oviedo,Santi Cazorla,ESP,MF,40-261,1984,0.4,38,1,8,22,8,0,38,1,1,100.0,0,0.0,24,93,47,0,2,0,1,0,28,2
ESP-La Liga,2025-26,Rayo Vallecano,Alfonso Espino,URU,DF,33-238,1992,0.1,19,0,3,6,11,0,19,0,0,,0,,10,98,80,2,4,0,2,0,10,0
ESP-La Liga,2025-26,Rayo Vallecano,Andrei Ratiu,ROU,DF,27-072,1998,2.0,144,5,32,81,32,4,144,7,3,42.9,4,57.1,78,393,181,4,6,1,6,2,94,12
ESP-La Liga,2025-26,Rayo Vallecano,Augusto Batalla,ARG,GK,29-123,1996,2.0,77,66,76,1,0,0,77,0,0,,0,,50,242,170,0,0,0,0,0,48,0
ESP-La Liga,2025-26,Rayo Vallecano,Florian Lejeune,FRA,DF,34-103,1991,2.0,152,12,84,61,8,2,152,1,1,100.0,0,0.0,95,416,213,0,3,0,1,0,113,0
ESP-La Liga,2025-26,Rayo Vallecano,Francisco Perez,ESP,"FW,MF",22-356,2002,0.4,13,0,3,6,4,0,13,0,0,,0,,8,36,14,1,1,0,0,0,10,0
ESP-La Liga,2025-26,Rayo Vallecano,Gerard Gumbau,ESP,MF,30-256,1994,0.6,27,0,2,19,6,0,27,0,0,,0,,12,60,8,0,0,0,1,1,19,0
ESP-La Liga,2025-26,Rayo Vallecano,Isaac Palazón Camacho,ESP,"FW,MF",30-247,1994,1.9,115,2,10,59,50,4,114,3,1,33.3,1,33.3,63,352,175,3,5,0,6,4,77,14
ESP-La Liga,2025-26,Rayo Vallecano,Jorge de Frutos,ESP,FW,28-192,1997,1.8,28,1,1,12,15,9,28,3,1,33.3,2,66.7,19,102,58,4,1,1,4,0,18,2
ESP-La Liga,2025-26,Rayo Vallecano,Luiz Felipe,ITA,DF,28-162,1997,1.5,105,22,72,32,1,1,105,0,0,,0,,57,246,116,2,0,0,3,0,69,0
ESP-La Liga,2025-26,Rayo Vallecano,Pathé Ciss,SEN,MF,31-168,1994,2.0,146,7,42,97,8,3,146,1,0,0.0,1,100.0,69,326,124,4,1,1,2,3,100,1
ESP-La Liga,2025-26,Rayo Vallecano,Pedro Díaz,ESP,"MF,FW",27-087,1998,1.4,61,0,6,30,27,1,61,3,2,66.7,1,33.3,36,112,38,0,1,0,5,2,39,7
ESP-La Liga,2025-26,Rayo Vallecano,Pelayo Fernandez,ESP,DF,22-124,2003,0.5,40,2,14,26,1,1,40,0,0,,0,,22,73,32,0,0,0,0,0,26,0
ESP-La Liga,2025-26,Rayo Vallecano,Pep Chavarría,ESP,DF,27-143,1998,1.9,147,3,46,65,39,1,147,3,1,33.3,1,33.3,81,508,274,8,6,0,6,0,88,11
ESP-La Liga,2025-26,Rayo Vallecano,Randy Nteka,ANG,FW,27-268,1997,0.2,11,1,2,2,7,2,11,0,0,,0,,4,11,3,0,1,0,1,0,4,1
ESP-La Liga,2025-26,Rayo Vallecano,Sergio Camello,ESP,"MF,FW",24-202,2001,0.1,12,0,1,5,7,3,12,3,1,33.3,1,33.3,9,41,14,0,1,0,0,0,10,1
ESP-La Liga,2025-26,Rayo Vallecano,Unai López,ESP,MF,29-305,1995,1.5,124,5,29,84,12,0,124,3,3,100.0,0,0.0,72,361,142,1,1,1,0,2,97,3
ESP-La Liga,2025-26,Rayo Vallecano,Álvaro García,ESP,"FW,MF",32-308,1992,1.9,65,3,13,30,22,3,65,3,1,33.3,2,66.7,32,126,50,4,1,1,3,0,38,13
ESP-La Liga,2025-26,Rayo Vallecano,Óscar Trejo,ARG,MF,37-127,1988,0.1,12,0,0,8,4,1,12,0,0,,0,,7,59,40,2,1,0,1,0,10,0
ESP-La Liga,2025-26,Rayo Vallecano,Óscar Valentín,ESP,MF,31-011,1994,0.1,10,0,1,6,3,1,10,0,0,,0,,5,12,4,1,0,1,2,0,6,0
ESP-La Liga,2025-26,Real Madrid,Antonio Rüdiger,GER,DF,32-181,1993,1.0,76,3,23,53,1,1,76,0,0,,0,,66,314,136,0,0,0,0,0,64,0
ESP-La Liga,2025-26,Real Madrid,Arda Güler,TUR,MF,20-187,2005,2.6,222,2,8,85,131,9,222,5,1,20.0,2,40.0,150,604,265,4,10,3,6,1,174,13
ESP-La Liga,2025-26,Real Madrid,Aurélien Tchouaméni,FRA,MF,25-216,2000,3.0,186,1,21,101,65,4,186,2,0,0.0,2,100.0,122,533,225,4,3,0,0,0,138,2
ESP-La Liga,2025-26,Real Madrid,Brahim Díaz,MAR,FW,26-028,1999,1.3,70,0,2,27,41,4,70,6,2,33.3,2,33.3,49,240,102,5,1,0,4,4,53,9
ESP-La Liga,2025-26,Real Madrid,Dani Carvajal,ESP,DF,33-232,1992,1.4,133,1,25,68,41,0,133,1,0,0.0,1,100.0,87,269,134,2,2,0,2,0,93,10
ESP-La Liga,2025-26,Real Madrid,Dani Ceballos,ESP,"MF,FW",29-024,1996,0.3,30,0,1,23,6,0,30,2,0,0.0,2,100.0,18,73,19,0,1,0,0,0,21,0
ESP-La Liga,2025-26,Real Madrid,Dean Huijsen,ESP,DF,20-139,2005,3.0,301,13,54,201,46,7,301,0,0,,0,,213,1015,649,7,6,2,1,0,222,3
ESP-La Liga,2025-26,Real Madrid,Federico Valverde,URU,MF,27-040,1998,3.0,221,3,22,86,114,6,221,1,0,0.0,1,100.0,139,586,331,5,9,1,0,1,174,10
ESP-La Liga,2025-26,Real Madrid,Franco Mastantuono,ARG,FW,18-017,2007,1.7,132,0,6,57,70,10,132,11,2,18.2,6,54.5,92,520,193,2,6,1,6,1,101,14
ESP-La Liga,2025-26,Real Madrid,Gonzalo García,ESP,"FW,MF",21-160,2004,0.3,16,1,1,8,7,2,16,0,0,,0,,8,24,0,0,0,0,3,0,9,2
ESP-La Liga,2025-26,Real Madrid,Kylian Mbappé,FRA,FW,26-254,1998,2.9,180,0,1,40,142,23,179,20,10,50.0,6,30.0,123,693,395,13,6,7,3,2,151,24
ESP-La Liga,2025-26,Real Madrid,Rodrygo,BRA,FW,24-234,2001,0.9,80,0,2,21,57,12,80,13,2,15.4,4,30.8,64,435,243,9,4,8,3,1,65,16
ESP-La Liga,2025-26,Real Madrid,Thibaut Courtois,BEL,GK,33-112,1992,3.0,85,59,82,3,0,0,85,0,0,,0,,55,223,135,0,0,0,0,0,46,0
ESP-La Liga,2025-26,Real Madrid,Trent Alexander-Arnold,ENG,DF,26-328,1998,1.6,148,4,19,74,56,2,148,1,1,100.0,0,0.0,107,440,249,3,5,2,2,0,112,4
ESP-La Liga,2025-26,Real Madrid,Vinicius Júnior,BRA,FW,25-050,2000,2.0,133,0,4,13,120,27,133,12,3,25.0,7,58.3,100,821,558,29,6,20,5,2,116,49
ESP-La Liga,2025-26,Real Madrid,Álvaro Carreras,ESP,DF,22-161,2003,3.0,273,7,31,118,124,3,273,9,2,22.2,5,55.6,193,1039,678,16,10,1,2,2,206,31
ESP-La Liga,2025-26,Real Madrid,Éder Militão,BRA,DF,27-225,1998,2.0,148,14,46,97,5,2,148,0,0,,0,,91,370,181,1,0,0,3,0,102,0
ESP-La Liga,2025-26,Real Sociedad,Aihen Muñoz,ESP,DF,28-015,1997,1.9,109,3,29,50,30,1,109,5,1,20.0,4,80.0,43,148,84,1,1,0,1,0,56,7
ESP-La Liga,2025-26,Real Sociedad,Ander Barrenetxea,ESP,"MF,FW",23-247,2001,2.9,161,4,24,64,74,17,161,12,6,50.0,4,33.3,104,747,429,17,7,7,10,1,110,28
ESP-La Liga,2025-26,Real Sociedad,Aritz Elustondo,ESP,DF,31-156,1994,0.3,10,5,8,2,0,0,10,0,0,,0,,2,4,1,0,0,0,0,0,4,0
ESP-La Liga,2025-26,Real Sociedad,Beñat Turrientes,ESP,MF,23-212,2002,1.6,103,4,21,67,15,1,103,3,2,66.7,1,33.3,60,243,81,0,2,0,4,1,68,2
ESP-La Liga,2025-26,Real Sociedad,Brais Méndez,ESP,MF,28-236,1997,1.3,75,0,2,41,32,6,75,3,0,0.0,3,100.0,44,192,100,4,2,2,5,0,63,10
ESP-La Liga,2025-26,Real Sociedad,Duje Ćaleta-Car,CRO,DF,28-348,1996,1.7,136,13,62,71,3,3,136,0,0,,0,,77,418,282,0,0,0,0,0,100,1
ESP-La Liga,2025-26,Real Sociedad,Gonçalo Guedes,POR,"MF,FW",28-275,1996,0.5,33,1,3,11,19,1,33,2,1,50.0,1,50.0,12,86,8,1,0,0,3,0,20,7
ESP-La Liga,2025-26,Real Sociedad,Igor Zubeldia,ESP,DF,28-154,1997,3.0,222,15,94,124,5,4,222,2,0,0.0,2,100.0,137,747,547,3,0,0,1,0,153,0
ESP-La Liga,2025-26,Real Sociedad,Jon Aramburu,VEN,DF,23-039,2002,3.0,234,7,53,141,42,5,234,1,0,0.0,1,100.0,109,416,202,2,3,0,2,4,139,9
ESP-La Liga,2025-26,Real Sociedad,Jon Gorrotxategi,ESP,MF,23-210,2002,1.2,84,1,13,58,15,0,84,1,0,0.0,1,100.0,50,250,131,1,3,0,1,0,56,0
ESP-La Liga,2025-26,Real Sociedad,Jon Karrikaburu,ESP,FW,22-346,2002,0.4,12,0,0,6,6,3,12,1,0,0.0,1,100.0,8,34,8,0,0,1,3,0,9,1
ESP-La Liga,2025-26,Real Sociedad,Jon Martin,ESP,DF,19-242,2006,1.0,96,8,41,52,3,1,96,1,0,0.0,1,100.0,66,407,249,4,2,0,2,0,62,0
ESP-La Liga,2025-26,Real Sociedad,Luka Sučić,CRO,MF,22-357,2002,0.8,34,0,5,16,14,0,34,1,1,100.0,0,0.0,24,106,40,1,0,0,2,2,25,2
ESP-La Liga,2025-26,Real Sociedad,Mikel Oyarzabal,ESP,FW,28-132,1997,2.6,85,1,6,44,36,9,85,0,0,,0,,45,237,109,4,3,2,5,2,59,14
ESP-La Liga,2025-26,Real Sociedad,Orri Steinn Óskarsson,ISL,FW,21-002,2004,1.3,30,3,3,13,14,6,30,1,1,100.0,0,0.0,16,41,20,0,0,0,3,1,21,9
ESP-La Liga,2025-26,Real Sociedad,Pablo Marín,ESP,MF,22-059,2003,2.6,109,7,19,56,35,4,109,6,1,16.7,5,83.3,66,299,158,6,5,1,7,0,77,9
ESP-La Liga,2025-26,Real Sociedad,Sergio Gómez,ESP,DF,24-361,2000,1.1,105,3,26,67,14,0,105,1,0,0.0,1,100.0,57,199,88,0,1,0,4,2,62,3
ESP-La Liga,2025-26,Real Sociedad,Takefusa Kubo,JPN,"MF,FW",24-088,2001,2.6,115,0,4,51,61,12,115,9,4,44.4,4,44.4,75,519,278,12,7,3,7,4,91,23
ESP-La Liga,2025-26,Real Sociedad,Urko González,ESP,MF,24-164,2001,0.1,6,2,2,4,0,0,6,0,0,,0,,2,7,6,0,0,0,0,0,3,0
ESP-La Liga,2025-26,Real Sociedad,Álex Remiro,ESP,GK,30-160,1995,3.0,94,65,90,4,0,0,94,0,0,,0,,60,297,184,0,0,0,0,0,51,0
ESP-La Liga,2025-26,Sevilla,Adnan Januzaj,BEL,MF,30-207,1995,0.2,10,0,1,9,0,0,10,0,0,,0,,6,29,15,0,0,0,1,0,10,1
ESP-La Liga,2025-26,Sevilla,Adrià Pedrosa,ESP,DF,27-110,1998,0.1,13,0,1,6,6,0,13,0,0,,0,,8,53,43,1,0,0,0,0,9,1
ESP-La Liga,2025-26,Sevilla,Akor Adams,NGA,FW,25-214,2000,2.0,45,5,6,13,26,13,45,1,1,100.0,0,0.0,23,118,68,5,0,3,4,1,29,8
ESP-La Liga,2025-26,Sevilla,Alfon,ESP,FW,26-119,1999,1.0,40,1,6,12,22,8,40,4,1,25.0,3,75.0,26,205,99,4,2,4,2,5,27,7
ESP-La Liga,2025-26,Sevilla,Carmona,ESP,DF,23-214,2002,3.0,187,14,80,81,30,3,187,6,2,33.3,1,16.7,96,588,327,7,6,2,6,1,99,11
ESP-La Liga,2025-26,Sevilla,Castrin,ESP,DF,22-242,2003,2.8,204,25,111,88,5,4,204,1,1,100.0,0,0.0,120,608,393,2,0,0,0,0,133,1
ESP-La Liga,2025-26,Sevilla,Chidera Ejuke,NGA,"FW,MF",27-241,1998,1.4,74,1,8,39,30,3,74,6,3,50.0,3,50.0,52,333,128,2,3,2,5,3,57,16
ESP-La Liga,2025-26,Sevilla,Djibril Sow,SUI,MF,28-206,1997,1.0,43,0,6,28,9,1,43,2,0,0.0,2,100.0,20,94,29,0,2,0,2,2,24,2
ESP-La Liga,2025-26,Sevilla,Dodi Lukebakio,BEL,"FW,MF",27-341,1997,2.0,103,0,2,51,51,8,103,4,1,25.0,2,50.0,71,386,161,4,5,3,10,2,90,18
ESP-La Liga,2025-26,Sevilla,Gabriel Suazo,CHI,DF,28-022,1997,1.0,47,2,19,19,10,2,47,0,0,,0,,18,80,47,3,1,0,0,1,21,1
ESP-La Liga,2025-26,Sevilla,Isaac Romero,ESP,FW,25-105,2000,1.2,52,4,8,29,16,5,52,2,1,50.0,1,50.0,23,63,9,0,1,0,6,0,27,6
ESP-La Liga,2025-26,Sevilla,Juanlu Sánchez,ESP,"DF,FW",22-016,2003,2.7,145,9,37,62,47,6,145,2,2,100.0,0,0.0,60,405,276,10,1,2,3,0,87,14
ESP-La Liga,2025-26,Sevilla,Kike Salas,ESP,DF,23-130,2002,3.0,277,37,155,113,11,1,277,1,0,0.0,1,100.0,162,764,493,1,1,0,1,1,175,2
ESP-La Liga,2025-26,Sevilla,Lucien Agoume,FRA,MF,23-203,2002,2.9,169,9,36,101,32,3,169,3,1,33.3,2,66.7,89,453,255,4,5,0,3,0,110,7
ESP-La Liga,2025-26,Sevilla,Manu Bueno,ESP,MF,21-035,2004,0.1,8,1,1,3,4,1,8,0,0,,0,,4,43,38,1,1,0,0,0,5,0
ESP-La Liga,2025-26,Sevilla,Marcão,BRA,"DF,MF",29-087,1996,0.2,27,3,14,13,0,0,27,0,0,,0,,13,117,86,0,0,0,0,1,19,0
ESP-La Liga,2025-26,Sevilla,Nemanja Gudelj,SRB,MF,33-288,1991,2.9,177,7,53,103,21,2,177,3,1,33.3,2,66.7,100,405,202,2,3,0,2,2,119,1
ESP-La Liga,2025-26,Sevilla,Peque,ESP,"MF,FW",22-331,2002,0.5,26,0,3,14,9,1,26,3,1,33.3,2,66.7,16,126,84,4,0,0,1,1,16,4
ESP-La Liga,2025-26,Sevilla,Ruben Vargas,SUI,MF,27-026,1998,1.5,54,1,7,22,26,5,54,3,1,33.3,1,33.3,28,159,86,4,1,2,3,1,27,6
ESP-La Liga,2025-26,Sevilla,Stanis Idumbo,BEL,MF,20-063,2005,0.5,18,1,7,3,8,2,18,1,0,0.0,1,100.0,9,93,63,4,2,1,1,0,11,2
ESP-La Liga,2025-26,Sevilla,Ørjan Nyland,NOR,GK,34-355,1990,3.0,118,103,116,2,0,0,118,0,0,,0,,74,513,207,0,0,0,0,0,68,0
ESP-La Liga,2025-26,Valencia,Arnaut Danjuma,NED,FW,28-212,1997,2.0,58,2,6,29,25,5,58,7,2,28.6,4,57.1,39,286,156,7,4,3,5,1,47,12
ESP-La Liga,2025-26,Valencia,Baptiste Santamaria,FRA,MF,30-175,1995,1.3,89,10,24,55,11,3,89,0,0,,0,,51,297,145,2,2,1,2,1,57,2
ESP-La Liga,2025-26,Valencia,Copete,ESP,DF,25-325,1999,1.9,124,31,69,45,10,3,124,0,0,,0,,53,251,179,1,1,0,1,0,72,1
ESP-La Liga,2025-26,Valencia,César Tárrega,ESP,DF,23-186,2002,3.0,192,37,134,50,8,0,192,3,2,66.7,0,0.0,108,441,236,1,0,0,1,0,124,0
ESP-La Liga,2025-26,Valencia,Dani Raba,ESP,FW,29-306,1995,1.3,58,1,7,22,29,4,58,4,2,50.0,2,50.0,33,213,73,2,3,2,5,1,41,8
ESP-La Liga,2025-26,Valencia,Diego López,ESP,"MF,FW",23-110,2002,2.9,87,5,9,48,30,6,87,7,1,14.3,5,71.4,61,441,230,9,5,2,4,4,70,17
ESP-La Liga,2025-26,Valencia,Dimitri Foulquier,FRA,DF,32-161,1993,3.0,198,8,72,104,28,1,198,5,2,40.0,3,60.0,109,599,338,3,3,0,4,0,116,5
ESP-La Liga,2025-26,Valencia,Domingos André Ribeiro Almeida,POR,MF,25-093,2000,0.3,14,0,2,5,7,0,14,0,0,,0,,9,118,88,3,2,0,0,0,8,0
ESP-La Liga,2025-26,Valencia,Filip Ugrinic,SUI,MF,26-238,1999,0.3,18,0,5,6,7,1,18,0,0,,0,,10,45,14,0,1,0,0,1,11,1
ESP-La Liga,2025-26,Valencia,Hugo Duro,ESP,FW,25-294,1999,1.9,58,2,5,32,21,7,58,2,0,0.0,2,100.0,27,79,24,0,1,1,3,0,41,10
ESP-La Liga,2025-26,Valencia,Javier Guerra,ESP,MF,22-242,2003,2.4,121,3,37,63,23,4,121,8,3,37.5,4,50.0,69,350,156,2,4,0,6,4,86,6
ESP-La Liga,2025-26,Valencia,Jesus Vazquez,ESP,DF,22-241,2003,1.8,96,4,36,34,29,0,96,4,2,50.0,2,50.0,43,303,130,4,4,0,3,5,46,6
ESP-La Liga,2025-26,Valencia,José Luis García Vayá,ESP,MF,27-020,1998,2.1,124,11,37,64,25,0,124,0,0,,0,,66,265,110,0,1,0,0,0,77,3
ESP-La Liga,2025-26,Valencia,José Luis Gayà,ESP,DF,30-098,1995,1.1,65,2,24,22,19,1,65,1,0,0.0,1,100.0,39,212,140,5,3,0,2,0,44,8
ESP-La Liga,2025-26,Valencia,Julen Agirrezabala,ESP,GK,24-248,2000,3.0,119,98,119,0,0,0,119,0,0,,0,,67,323,168,0,0,0,0,0,58,0
ESP-La Liga,2025-26,Valencia,Largie Ramazani,BEL,FW,24-185,2001,0.0,5,0,0,3,2,1,5,0,0,,0,,4,18,10,1,0,1,1,0,3,1
ESP-La Liga,2025-26,Valencia,Luis Rioja,ESP,"MF,FW",31-319,1993,2.7,101,5,24,28,49,8,101,8,3,37.5,4,50.0,58,407,178,7,5,2,5,4,64,14
ESP-La Liga,2025-26,Valencia,Mouctar Diakhaby,GUI,DF,28-255,1996,1.3,96,3,49,42,5,2,96,0,0,,0,,58,337,203,1,0,0,1,0,69,3
ESP-La Liga,2025-26,Villarreal,Alberto Moleiro,ESP,"MF,FW",21-335,2003,0.5,33,1,2,11,20,3,33,4,2,50.0,1,25.0,26,162,83,3,3,0,1,1,30,6
